hgnc_symbol	gene_biotype	baseMean	log2FoldChange	lfcSE	pvalue	padj	diffexpressed
ENSG00000160087	UBE2J2	protein_coding	2827.99644604982	0.0565708239255794	0.0917058284969294	0.496163073811979	0.725656326810854	NO
ENSG00000230415	LINC01786	lncRNA	209.83627557083	0.0941493680841706	0.143300434289873	0.389439146022339	0.641490857167864	NO
ENSG00000162572	SCNN1D	protein_coding	464.105625391384	0.0855081467348927	0.155999512555218	0.441136304513241	0.685592692752318	NO
ENSG00000131584	ACAP3	protein_coding	2969.76741357046	0.165150875969093	0.14562472084348	0.141129571997116	0.36978344157552	NO
ENSG00000169972	PUSL1	protein_coding	211.512239774928	0.117458857607142	0.176977475731075	0.303903300511202	0.562651543503524	NO
ENSG00000127054	INTS11	protein_coding	2179.01446571388	0.0816150243411996	0.111416881389439	0.393247710382511	0.644747249160987	NO
ENSG00000224051	CPTP	protein_coding	391.764762294823	0.0573650013004998	0.137749249253294	0.591420238519056	0.790187653587371	NO
ENSG00000169962	TAS1R3	protein_coding	45.8423788136299	0.131953616759546	0.242621544490148	0.146194396999042	0.377229973043285	NO
ENSG00000107404	DVL1	protein_coding	1633.6395701677	0.0188453424102861	0.127524274310641	0.856081908098936	0.933889946584126	NO
ENSG00000304860		lncRNA	1969.1758603722	-0.179785797273849	0.197102662275169	0.138637184597468	0.365718114432901	NO
ENSG00000162576	MXRA8	protein_coding	1440.00244847111	0.810417612678451	0.348056978432755	0.000333855975972098	0.00788498689447333	UP
ENSG00000175756	AURKAIP1	protein_coding	367.403514070672	0.563248964392399	0.237077648590905	0.000920571163724871	0.0158796933058866	UP
ENSG00000221978	CCNL2	protein_coding	7444.58266160402	-0.118967122880283	0.121442231909597	0.237460924678549	0.492876260182988	NO
ENSG00000224870	MRPL20-AS1	lncRNA	245.665568057052	-0.00490879554333862	0.142340846839007	0.962292920674509	0.983338030882158	NO
ENSG00000242485	MRPL20	protein_coding	1017.78914143183	0.0803945113660328	0.10535835314662	0.382701818124377	0.635440015891834	NO
ENSG00000301639		lncRNA	39.4808638203181	0.0250438726446839	0.172017236683207	0.814520979607328	0.914016816887417	NO
ENSG00000272455	MRPL20-DT	lncRNA	119.837391989827	-0.0880129899803824	0.145730860465642	0.428619199382683	0.675161916317793	NO
ENSG00000235098	ANKRD65	protein_coding	74.0148837309694	-0.116960263915142	0.17976908604789	0.306612449857068	0.564990162278206	NO
ENSG00000225905	ANKRD65-AS1	lncRNA	16.1408383497857	0.00757828825373607	0.215610298994268	0.876728700657698	0.944113224701377	NO
ENSG00000205116	TMEM88B	protein_coding	23.6985872434185	-0.13688568585579	0.221730178957071	0.21004079409012	0.461438113298989	NO
ENSG00000225285	LINC01770	lncRNA	219.106549518189	0.00589523405637963	0.187957355139217	0.951862261551094	0.978388796313417	NO
ENSG00000179403	VWA1	protein_coding	1391.4467201651	0.0967742068009928	0.167784550817715	0.387414373626305	0.639973865140559	NO
ENSG00000215915	ATAD3C	protein_coding	479.852785065758	-0.276241226249072	0.230308151444052	0.0452245669968264	0.191737731594163	NO
ENSG00000160072	ATAD3B	protein_coding	2312.69956042926	0.142889041564852	0.0977479779674006	0.100967086327906	0.304685907240846	NO
ENSG00000197785	ATAD3A	protein_coding	938.010135406127	0.122386530184428	0.112866741568335	0.20479484767633	0.455331047469467	NO
ENSG00000205090	TMEM240	protein_coding	43.8386259022278	0.0937254897347941	0.206786525223593	0.350811053110355	0.607034111788591	NO
ENSG00000299413		lncRNA	24.0963376627098	-0.0242989749678616	0.187642452652854	0.79823235152533	0.905755888110365	NO
ENSG00000160075	SSU72	protein_coding	3805.06672659346	-0.0160371801793789	0.080478532195343	0.829111360399641	0.920799758034283	NO
ENSG00000228594	FNDC10	protein_coding	138.683736147669	0.369111351174745	0.281479790432425	0.0189925035503089	0.114460141077128	NO
ENSG00000286989		lncRNA	89.9576634951779	0.204509082026531	0.224768982826952	0.105395953680676	0.311821904029025	NO
ENSG00000272106	AL691432.2	lncRNA	163.216017459748	0.0390796856322275	0.121119413940874	0.713756312089685	0.863393506330552	NO
ENSG00000197530	MIB2	protein_coding	1649.17826966366	0.120760306380516	0.154300562258426	0.28481085140301	0.542959486200492	NO
ENSG00000248333	CDK11B	protein_coding	818.485885230896	-0.0239109664910038	0.11463617510615	0.804386610506299	0.908891235425204	NO
ENSG00000272004	FO704657.1	lncRNA	79.5478362742297	-0.341235968861857	0.242472845800576	0.0234158774540679	0.129610640893906	NO
ENSG00000189339	SLC35E2B	protein_coding	7010.04656953219	-0.18325128446827	0.130525491035311	0.0843426632436428	0.275317603982588	NO
ENSG00000310190		lncRNA	45.5972468465755	-0.0997396037248147	0.178535452132032	0.375816907982069	0.62967078365	NO
