hgnc_symbol	gene_biotype	baseMean	log2FoldChange	lfcSE	pvalue	padj	diffexpressed
ENSG00000206538	VGLL3	protein_coding	1906.44024602933	0.141290066668062	0.211442088664007	0.208414144738005	0.459565726445462	NO
ENSG00000281392	LINC00506	lncRNA	390.025208796277	0.0469289325026172	0.175667611410073	0.656840632033309	0.831507771974323	NO
ENSG00000083937	CHMP2B	protein_coding	2810.81396474666	-0.11021491174882	0.0796476436371915	0.136848794214276	0.362879914117793	NO
ENSG00000303500		lncRNA	128.241261766432	-0.134623003512231	0.260661910908973	0.0758427294963934	0.260214160416669	NO
ENSG00000239572	AC117513.1	lncRNA	260.994657209932	0.0326768770357966	0.202595117564642	0.690212768229784	0.851334982831644	NO
ENSG00000179097	HTR1F	protein_coding	22188.0982255141	0.0126717401140848	0.152958522530785	0.908715562602034	0.959112291149253	NO
ENSG00000163320	CGGBP1	protein_coding	5020.83053610271	0.0433593227607256	0.085586575198771	0.581712401254773	0.783432208432919	NO
ENSG00000175105	ZNF654	protein_coding	7906.58606660121	0.0284352274464729	0.101081595012137	0.73278495585612	0.873396346300163	NO
ENSG00000179021	C3orf38	protein_coding	1627.95807834503	0.0539161321063427	0.087730199093275	0.507266806483105	0.732618573452506	NO
ENSG00000044524	EPHA3	protein_coding	2344.28410406142	0.369463649976982	0.428672528448941	0.0144926959102672	0.0970045484047586	NO
ENSG00000184500	PROS1	protein_coding	1708.91424361733	-0.176514426728298	0.222283755655818	0.136287225997196	0.361970740032616	NO
ENSG00000169379	ARL13B	protein_coding	3434.37062749291	-0.00236127486326436	0.088956891904776	0.975957199279356	0.989088604977345	NO
ENSG00000178750	STX19	protein_coding	97.3655104979222	-0.29265690702109	0.348407950532204	0.0288520857684011	0.148159680647542	NO
ENSG00000178700	DHFR2	protein_coding	417.87436306247	0.0157315257071133	0.116423377746173	0.880099274759559	0.945568754483463	NO
ENSG00000178694	NSUN3	protein_coding	4390.7988279208	-0.017601665034083	0.0715846536427794	0.793744239289526	0.903294932590546	NO
ENSG00000080224	EPHA6	protein_coding	2234.92291260301	0.481296363675931	0.401032987724516	0.00796225471026694	0.0669366478610839	NO
ENSG00000303531		lncRNA	47.7151422753091	-0.206410778303524	0.268410025999037	0.082165378389298	0.271625228346372	NO
ENSG00000113966	ARL6	protein_coding	1270.78391835072	-0.178576896128028	0.125037584819879	0.0841567314486445	0.274962732742025	NO
ENSG00000282527	AC110491.3	lncRNA	11.5996294737938	0.00850639762013988	0.203264862451412	0.812849561625727	0.912999616406119	NO
ENSG00000080200	CRYBG3	protein_coding	5040.85062626481	-0.0450616569344614	0.149377629196368	0.675260031566312	0.843114143028401	NO
ENSG00000170854	RIOX2	protein_coding	2535.56618793324	-0.0851157625033553	0.109877822517655	0.367187665569444	0.621943446044031	NO
ENSG00000289509		lncRNA	108.005946982784	0.126924851113402	0.246291895512759	0.148266572811922	0.380372127829406	NO
ENSG00000080822	CLDND1	protein_coding	2458.64326047091	-0.0216244453950075	0.0851987380612013	0.78297559434499	0.898681863102092	NO
ENSG00000285635		protein_coding	83.7132010451595	-0.284133902894785	0.272133191184171	0.0446947383059513	0.190210183884948	NO
ENSG00000154165	GPR15	protein_coding	42.625463899199	-0.0900625174463981	0.243440870485976	0.0824021108740576	0.272155163064365	NO
ENSG00000080819	CPOX	protein_coding	422.219421557975	-0.218728497356209	0.140531869008197	0.0507151106541801	0.205267164919813	NO
ENSG00000239445	ST3GAL6-AS1	lncRNA	55.3021589734513	-0.375233167106271	0.262634745781256	0.0172744593874327	0.107942635921571	NO
ENSG00000064225	ST3GAL6	protein_coding	4497.95370060494	-0.0216113833094151	0.143934510936644	0.838040238086727	0.925192265681184	NO
ENSG00000057019	DCBLD2	protein_coding	3632.07312792848	0.110789919781856	0.139026662758363	0.306011605204227	0.564341911166067	NO
ENSG00000240476	LINC00973	lncRNA	94.1960847954676	-0.0968420664807833	0.17116194058438	0.388750504220327	0.641039119271074	NO
ENSG00000294866		lncRNA	18.3634874402863	0.0770064343427956	0.22240051463145	0.2868678651818	0.545441703113876	NO
ENSG00000243089	AC107029.1	lncRNA	341.270690975773	0.0461407798830285	0.18200484054169	0.646918628939051	0.826352020225945	NO
ENSG00000144810	COL8A1	protein_coding	10413.2153970942	1.39318605931219	0.334257842002099	1.22722055574674e-07	1.89998133990952e-05	UP
ENSG00000296790		lncRNA	338.394678778379	-0.0744916402602083	0.138135878903417	0.48884161506437	0.72052901053128	NO
ENSG00000184220	CMSS1	protein_coding	24496.8355479294	0.16733155456439	0.10983019378022	0.0781262571091973	0.264527490287968	NO
ENSG00000168386	FILIP1L	protein_coding	2904.83836692388	0.169699103824614	0.220151040734526	0.146483928120829	0.377625234495789	NO
ENSG00000287378		lncRNA	344.085239364329	0.0173857425710489	0.165478179650161	0.896161933899008	0.953381663011808	NO
ENSG00000036054	TBC1D23	protein_coding	6184.24061739981	0.0919112649342019	0.0824180858526682	0.227185847730353	0.481656412394895	NO
ENSG00000114021	NIT2	protein_coding	3264.60405127575	-0.193116236149629	0.0735702364580951	0.00512510272335852	0.0502155308500135	NO
ENSG00000154174	TOMM70	protein_coding	5264.33868665598	0.114294363780538	0.114957710759639	0.241726799476637	0.497916056834531	NO
ENSG00000206535	LNP1	protein_coding	920.062530672891	-0.0606660556434043	0.156077624036664	0.577158913227096	0.780759814238119	NO
ENSG00000181458	TMEM45A	protein_coding	4268.49493433979	0.0654296056574002	0.176264107865617	0.542390692433185	0.757214712028796	NO
ENSG00000144820	ADGRG7	protein_coding	71.2835851031188	-0.167222728368357	0.264570964429215	0.0938939220498613	0.292440322505916	NO
ENSG00000114354	TFG	protein_coding	10322.391293722	0.0254007521888848	0.0992074946368147	0.793464539761013	0.903227243701447	NO
ENSG00000154175	ABI3BP	protein_coding	6737.25436127983	-0.00534736063945685	0.190864653713043	0.944862150251172	0.975237209092251	NO
ENSG00000081148	IMPG2	protein_coding	1031.01861309998	-0.237187894745146	0.205977532819943	0.0678967786596483	0.243931263313692	NO
ENSG00000138468	SENP7	protein_coding	13968.7886158763	0.142653408089057	0.105105232396877	0.120674485530458	0.338117447415967	NO
ENSG00000174173	TRMT10C	protein_coding	461.217168168197	0.0778464452839483	0.161342630247923	0.483509768369011	0.716440642394838	NO
ENSG00000081154	PCNP	protein_coding	6384.40137625192	0.102973252776422	0.0883629560670454	0.201062153354963	0.451177100695517	NO
ENSG00000289629		lncRNA	25.8740625591121	-0.493705009221377	0.309606593743796	0.00728791799239345	0.062966600997712	NO
ENSG00000066422	ZBTB11	protein_coding	2781.94295613861	-0.0312130116754659	0.0933736644431823	0.709522023142479	0.861443935247471	NO
ENSG00000256628	ZBTB11-AS1	lncRNA	178.929882662261	-0.1704303341623	0.158788077481519	0.143512758743812	0.373174224842926	NO
ENSG00000307119		lncRNA	74.3053063501943	-0.00626903701493647	0.130526275710016	0.950910869596949	0.978058059378756	NO
ENSG00000114391	RPL24	protein_coding	3291.22668294243	0.274501257091458	0.167607691787493	0.0290776327043586	0.148949665595734	NO
ENSG00000293268		protein_coding	4979.47022825722	-0.355451436779056	0.128229517378299	0.00119514341059797	0.0189143775571841	NO
ENSG00000182504	CEP97	protein_coding	1998.80985199416	0.0139190819989085	0.0846909971152112	0.859106167223859	0.935439468994491	NO
ENSG00000144815	NXPE3	protein_coding	2881.09945094044	-0.00237423552605765	0.160100370046015	0.979239044021485	0.990444425064094	NO
ENSG00000144802	NFKBIZ	protein_coding	9888.93084070528	-0.00983837494444618	0.170777300469533	0.922243072364471	0.964604377808089	NO
ENSG00000214407	RDUR	lncRNA	943.680677718198	-0.0334124199027055	0.181754232192271	0.737263516439059	0.875106145510654	NO
ENSG00000170044	ZPLD1	protein_coding	11324.1089713372	0.129108462723656	0.237937189928935	0.152871602497423	0.386732727479019	NO
ENSG00000294988		lncRNA	525.386485985784	-0.120948283060528	0.251400327226719	0.0762065254480144	0.260883346021962	NO
ENSG00000297654		lncRNA	5134.59601100845	-0.0735277397138264	0.222239458700991	0.273390448481814	0.5321620397288	NO
ENSG00000294208		lncRNA	92.5796634091177	0.153148338173004	0.227723301501592	0.166070535095052	0.40483854843807	NO
ENSG00000170017	ALCAM	protein_coding	74327.5353370654	0.0904261256797142	0.172539520989552	0.418476393953794	0.666474569730346	NO
ENSG00000114423	CBLB	protein_coding	33830.1927586221	0.255940569436819	0.134076392310219	0.0200345207938546	0.117960304323349	NO
ENSG00000288848		lncRNA	111.903691593664	-0.184343136967725	0.213912782706092	0.129977443833425	0.353190642646021	NO
ENSG00000309677		lncRNA	20.4265175124892	0.155884005329944	0.288916332468755	0.0181864598176905	0.111626618422988	NO
ENSG00000287421		lncRNA	64.6880957443492	0.237445377292124	0.368062268630096	0.0168843592524842	0.106304505866992	NO
ENSG00000291293		lncRNA	125.107365569767	-0.226228894170474	0.225037721357581	0.0806464911956834	0.268670735036568	NO
ENSG00000242759	LINC00882	lncRNA	3052.78069995402	-0.0960785512073584	0.169067733194344	0.387338940983915	0.639899949825363	NO
ENSG00000239828	CCDC54-AS1	lncRNA	664.271368612482	-0.226933049224173	0.17686006467878	0.0671795036401932	0.242372279316518	NO
ENSG00000243701	DUBR	lncRNA	1850.57975525042	-0.573262169929377	0.209710679687524	0.000394580870916912	0.0089149239221911	DOWN
ENSG00000114439	BBX	protein_coding	31721.3798635822	0.0884642210315423	0.109433751889549	0.348837350971863	0.604751690800158	NO
ENSG00000240423	LINC00636	lncRNA	20.4023094893407	-0.0403766467435456	0.214565700086136	0.548421302088889	0.76070948112786	NO
ENSG00000279277	AC012020.1	lncRNA	291.420697267821	-0.380852507147139	0.198300861279396	0.00783571399833657	0.0662302499567776	NO
ENSG00000196776	CD47	protein_coding	9605.90508239602	-0.0421632099099176	0.111074383183553	0.656853820391604	0.831507771974323	NO
ENSG00000271856	LINC01215	lncRNA	128.973914195589	-0.0968044281571	0.215474698355442	0.275789064642748	0.534031283772526	NO
ENSG00000114446	IFT57	protein_coding	2270.08019217444	-0.11770500175307	0.112841273523129	0.221477514304039	0.475335674319139	NO
ENSG00000114455	HHLA2	protein_coding	23.5872556867734	-0.0923774674571668	0.226004752995104	0.240997246116446	0.496836792863874	NO
ENSG00000144821	MYH15	protein_coding	240.570321935393	0.0734280145040319	0.208722104698331	0.414456273082033	0.66328747842217	NO
ENSG00000163507	CIP2A	protein_coding	1052.49857885916	-0.0109489508898775	0.158858878829519	0.915959426153959	0.962396850265196	NO
ENSG00000198919	DZIP3	protein_coding	3919.54457311177	-0.260892625744554	0.152343837839488	0.0277722603015202	0.145034854447034	NO
ENSG00000163515	RETNLB	protein_coding	20.1710030501608	0.0706853728165975	0.203309663960237	0.461446006864056	0.700274165424259	NO
ENSG00000163519	TRAT1	protein_coding	317.639055722784	0.163452214880031	0.272317364496275	0.0664752778909963	0.240941744598944	NO
ENSG00000228980	LINC01205	lncRNA	77.8849498388769	-0.289764271105651	0.340547487898341	0.0328204971387837	0.159955154719685	NO
ENSG00000242029	AC078980.1	lncRNA	75.1097045918181	-0.987042295586499	0.634695163064347	0.000533797738651621	0.0109690374555897	DOWN
ENSG00000242242	NECTIN3-AS1	lncRNA	305.2222419368	0.0441506578935634	0.178621450188062	0.669769000356978	0.839729495643983	NO
ENSG00000177707	NECTIN3	protein_coding	1749.79146659729	-0.0385514136321949	0.154337337229407	0.720186817152225	0.866909775939809	NO
ENSG00000153283	CD96	protein_coding	1714.66299997094	0.294328128396652	0.314747573489642	0.0325749347183292	0.159208396625309	NO
ENSG00000240891	PLCXD2	protein_coding	358.81555886552	0.0898443476064837	0.190014879417457	0.393917303075393	0.645335701377407	NO
ENSG00000144824	PHLDB2	protein_coding	13323.7282588305	-0.235369795996819	0.221409661922793	0.0715220076627337	0.251446764880296	NO
ENSG00000286492		lncRNA	63.7552214366484	0.0202700224999928	0.196765989263404	0.832944112593423	0.922535047707249	NO
ENSG00000144827	ABHD10	protein_coding	1133.83034035769	-0.195145674874039	0.0982010248578326	0.0261767536741727	0.139210958413149	NO
ENSG00000176040	TMPRSS7	protein_coding	20.3180293267265	-0.976532593372632	0.728740644750527	0.00109708556272719	0.0179317735977299	DOWN
ENSG00000114529	C3orf52	protein_coding	3820.70319098	-1.1788980848448	0.352868619786405	5.92660188105222e-06	0.000412643794656725	DOWN
ENSG00000239482	AC112487.1	lncRNA	346.401343199543	-0.791321435045379	1.66328167554753	0.000410719738396702	0.00912246293922407	DOWN
ENSG00000091972	CD200	protein_coding	1605.83498186766	-0.247563778152171	0.165645254757785	0.043625413904278	0.187645740634691	NO
ENSG00000243081	AC092894.1	lncRNA	182.911219512982	-0.311210697266302	0.464250821888274	0.0110420442797133	0.0823068169007575	NO
ENSG00000303317		lncRNA	128.084489298086	-1.5090707174219	0.747355171223851	5.36616201314313e-05	0.00210640872975757	DOWN
ENSG00000186265	BTLA	protein_coding	296.270867583932	-0.0173409873938134	0.196008413870502	0.840917400335434	0.92676779063364	NO
ENSG00000144848	ATG3	protein_coding	2573.70165941122	0.0626265890017595	0.0861183241083555	0.423720185895295	0.670879079821261	NO
ENSG00000138459	SLC35A5	protein_coding	1675.36831041769	-0.128608534586259	0.0805827973350936	0.0903521880783787	0.286648836100094	NO
ENSG00000091986	CCDC80	protein_coding	8472.5730675936	0.414136835919822	0.399747020518091	0.0125658847919161	0.0890580734499004	NO
ENSG00000309198		lncRNA	38.807149035116	-0.033885731364459	0.171583198081158	0.750404177824933	0.881941363210695	NO
ENSG00000242770	CD200R1L-AS1	lncRNA	106.810624499318	2.1366832164172	0.548910043881282	1.3854833742434e-07	2.05562848728517e-05	UP
ENSG00000163606	CD200R1	protein_coding	578.254015721538	-0.105319443481892	0.188614843533275	0.336441643424986	0.592885922191575	NO
ENSG00000163607	GTPBP8	protein_coding	708.343125295326	-0.130226637576515	0.114094394955772	0.179977985179335	0.424461279078446	NO
ENSG00000163608	NEPRO	protein_coding	2509.98334110382	0.0133663720689746	0.0733469847966743	0.847219463298478	0.92973355893332	NO
ENSG00000240057	NEPRO-AS1	lncRNA	765.801318905098	-0.136586655138222	0.131409900662017	0.196465139559918	0.445473489372374	NO
ENSG00000144857	BOC	protein_coding	4668.98103095726	-0.309385438894899	0.267291272583008	0.0329222553366855	0.160183512887414	NO
ENSG00000288079		lncRNA	19.9907885244512	0.0148868066105793	0.202069905281334	0.86090611265828	0.9359837162035	NO
ENSG00000206530	CFAP44	protein_coding	7112.51708477251	-0.205973181099833	0.116031236825325	0.0373839484422457	0.171893063802143	NO
ENSG00000285943		protein_coding	315.4764249484	-0.16415422582211	0.139250260262776	0.135027325089308	0.360168714971605	NO
ENSG00000243849	CFAP44-AS1	lncRNA	13.9226106985305	-1.09557100981063	0.701840910563364	0.00064418954826123	0.012414982087576	DOWN
ENSG00000072858	SIDT1	protein_coding	18078.1438764745	-0.0289736820945768	0.182671360405336	0.771197769338901	0.892631114254105	NO
ENSG00000176542	USF3	protein_coding	4875.43138317979	-0.0925472730345456	0.0682137520907843	0.151870093794099	0.385254829830217	NO
ENSG00000296024		lncRNA	25.5738299787713	-0.230616243681586	0.354081212826696	0.0253191584038399	0.136374049329304	NO
ENSG00000121579	NAA50	protein_coding	8747.35571367005	0.0822494662024342	0.0913437910999337	0.320200042745047	0.577292714651633	NO
ENSG00000114573	ATP6V1A	protein_coding	6967.1422353033	0.186839167997622	0.0911312365405255	0.0236792094307123	0.130494798644691	NO
ENSG00000178075	GRAMD1C	protein_coding	1724.07235015223	-0.30983797736941	0.204676927190602	0.0227261123514531	0.127440062198497	NO
ENSG00000184307	ZDHHC23	protein_coding	1104.02505447456	-0.403524993938286	0.135369768133445	0.000494523424628298	0.0104995663392546	NO
ENSG00000163617	CCDC191	protein_coding	5020.41669380381	-0.249904737949765	0.129770892338143	0.0201067530729746	0.118119473744276	NO
ENSG00000287805		lncRNA	53.7800974510321	-0.725118731286828	0.252493529922873	0.000185249448938462	0.00507978851951605	DOWN
ENSG00000285836		lncRNA	43.9571635103494	-0.310474837523879	0.353096631505749	0.0288077604702883	0.14807105777152	NO
ENSG00000151576	QTRT2	protein_coding	2789.58009216379	-0.139823971339529	0.071838423274923	0.0384263563393639	0.174994721462787	NO
ENSG00000241490	AC093010.2	lncRNA	156.159768146461	0.0565549584831744	0.194106602338321	0.54802499383105	0.76070948112786	NO
ENSG00000181847	TIGIT	protein_coding	395.160305921515	0.309071421017031	0.413416476873534	0.0160285248095718	0.103037930232871	NO
ENSG00000181722	ZBTB20	protein_coding	97100.1729466294	-0.098350663795239	0.111768007975667	0.302693391813569	0.561524197063693	NO
ENSG00000241560	ZBTB20-AS1	lncRNA	112.510416489662	0.481321015227912	0.448407160810903	0.00823488870060558	0.0681709849722001	NO
ENSG00000242290	ZBTB20-AS5	lncRNA	69.671637292752	-1.01626390383674	0.435617748105927	0.000209550244175831	0.00559234409670961	DOWN
ENSG00000242880	AC046136.1	lncRNA	737.652032872168	-0.0700112344682813	0.147684413765455	0.519492716727363	0.741545954480944	NO
ENSG00000172020	GAP43	protein_coding	44.8132317287483	0.0825466054300727	0.207014677831028	0.376051242612924	0.629978713177615	NO
ENSG00000297708		lncRNA	96.5090913005667	0.0287910715862047	0.207716795720333	0.662835824978742	0.834942681090566	NO
ENSG00000185565	LSAMP	protein_coding	5839.59569297636	0.0292185652210296	0.190422066325484	0.751352103903	0.882368378861773	NO
ENSG00000297753		lncRNA	19.729636006685	-0.172451804327105	0.281773049239081	0.0632481870365445	0.234044582849303	NO
ENSG00000240922	LSAMP-AS1	lncRNA	13.2138317192294	-0.0639471203558225	0.224674705478519	0.246635562998665	0.502874277570938	NO
ENSG00000243276	AC068633.1	lncRNA	113.120406024934	-0.171611733420506	0.24274035791646	0.124369787917484	0.343875910552546	NO
ENSG00000144847	IGSF11	protein_coding	867.885084027469	0.379034641918149	0.384635497502703	0.0165594353074905	0.105108348478357	NO
ENSG00000309315		lncRNA	50.4575956845309	0.0545452570164969	0.182643525263931	0.600841697214109	0.795282944730449	NO
ENSG00000121578	B4GALT4	protein_coding	1517.59247962921	0.123183440742312	0.10774131087384	0.173561403783176	0.414895458039913	NO
ENSG00000031081	ARHGAP31	protein_coding	5400.98319935704	0.173221364648807	0.180010932503002	0.151480122115913	0.384774638118948	NO
ENSG00000241155	ARHGAP31-AS1	lncRNA	67.0060835446622	-0.0693829997693001	0.191342287950223	0.494093476653787	0.724507088776612	NO
ENSG00000176142	TMEM39A	protein_coding	6018.37985236201	0.153835942670742	0.0952796797102415	0.0717625926247295	0.252008225382362	NO
ENSG00000163389	POGLUT1	protein_coding	1672.09363106879	-0.0215181663542455	0.102031303132779	0.80993279231816	0.911562955764774	NO
ENSG00000113845	TIMMDC1	protein_coding	3254.64814300955	0.0527818579131259	0.0942313752848403	0.534056177316883	0.751975918326527	NO
ENSG00000121594	CD80	protein_coding	439.455298494189	0.474365014417753	0.374944385576913	0.00799358703075635	0.06708691930257	NO
ENSG00000144843	ADPRH	protein_coding	273.329189916792	0.225187650390541	0.235886083343869	0.08052523549195	0.268410272783143	NO
ENSG00000144837	PLA1A	protein_coding	116.44945481797	0.110406794977739	0.205617789419156	0.29270216393509	0.551215936706411	NO
ENSG00000121577	POPDC2	protein_coding	312.996880049633	-0.250478648227693	0.16984218911146	0.0444339989790637	0.18958607643823	NO
ENSG00000138495	COX17	protein_coding	1420.68914727178	-0.0772206392464064	0.0845716056411325	0.298665824067683	0.557698977927769	NO
ENSG00000285585		protein_coding	82.7766948539161	-0.162134576984049	0.28302875872363	0.044081591931167	0.188846362117466	NO
ENSG00000144852	NR1I2	protein_coding	18.7538057816514	-0.148850121628324	0.280019581745961	0.0549624080429202	0.214913839351252	NO
ENSG00000082701	GSK3B	protein_coding	28103.8147473509	-0.0348032545224424	0.103161403266512	0.6995493418546	0.856701289705884	NO
ENSG00000242622	GSK3B-DT	lncRNA	1176.54798661587	-0.723828136666512	0.150215826270967	7.5025731930478e-08	1.30775621964972e-05	DOWN
ENSG00000175697	GPR156	protein_coding	446.154687414169	0.0138541911053528	0.166882027758648	0.897421378354816	0.954436373122504	NO
ENSG00000163428	LRRC58	protein_coding	4274.04416593428	0.144579954414304	0.104809022858189	0.116741452493863	0.331949534393171	NO
ENSG00000293512		lncRNA	182.358606456151	-0.00216955800419794	0.199191096350172	0.970378878958314	0.98687553887181	NO
ENSG00000163430	FSTL1	protein_coding	11523.6200499677	0.421555778217526	0.286534312378487	0.0110650169344468	0.082398703796597	NO
ENSG00000286735		lncRNA	62.8740453404584	-0.0134254527019335	0.169946243376474	0.899046930878623	0.954990730550082	NO
ENSG00000295741		lncRNA	518.761133813247	-0.0463894790749621	0.129870018534756	0.658851531347341	0.83246295771472	NO
ENSG00000065518	NDUFB4	protein_coding	1808.85568122945	0.0620432147825741	0.106319754031504	0.500468437471477	0.728605057649624	NO
ENSG00000113924	HGD	protein_coding	1804.14418368316	-0.0921578505358748	0.216436056845535	0.28429063544834	0.542571230031787	NO
ENSG00000144840	RABL3	protein_coding	2929.68288178595	-0.0846702490550956	0.108799435980832	0.366641261168346	0.621464144864908	NO
ENSG00000153767	GTF2E1	protein_coding	1577.30356711439	-0.0734611815558402	0.123229729487203	0.467408524528585	0.704870857463264	NO
ENSG00000145087	STXBP5L	protein_coding	246.983916666361	0.146609214060903	0.209813213802812	0.198894424425844	0.448475602157955	NO
ENSG00000287022		lncRNA	180.561302274782	-0.0569696556865464	0.208594245671023	0.460858152802677	0.699637634250535	NO
ENSG00000051341	POLQ	protein_coding	2222.3438942229	0.202819011394895	0.230475334670114	0.101421136055995	0.30546438343786	NO
ENSG00000180353	HCLS1	protein_coding	1793.02211740489	0.158037271402448	0.183014046415797	0.183939922909471	0.429497566130348	NO
ENSG00000173230	GOLGB1	protein_coding	21352.9853937447	0.000533384105520694	0.0842711577449214	0.99564789632956	0.998306696689171	NO
ENSG00000288868		lncRNA	56.2477663024447	-0.0202947508714379	0.163668372285742	0.856798290514399	0.934267732343134	NO
ENSG00000173226	IQCB1	protein_coding	7652.70097425055	0.0245513521792715	0.113372197637571	0.800410663824317	0.90674130452869	NO
ENSG00000145088	EAF2	protein_coding	3023.63155564232	0.0302940494886851	0.17989844143448	0.773759758118083	0.893560385376769	NO
ENSG00000163406	SLC15A2	protein_coding	5229.06478479987	0.0900589430408762	0.189141099780283	0.403836743868625	0.653850904687843	NO
ENSG00000145103	ILDR1	protein_coding	1075.56485223419	-0.205649015034098	0.153713033782576	0.0784622663813127	0.265042749941808	NO
ENSG00000114013	CD86	protein_coding	1454.65285334028	0.300523897229256	0.256527736855813	0.0305720740456538	0.153492154671888	NO
ENSG00000121552	CSTA	protein_coding	338.221403286023	-0.0223253589391544	0.202015017596219	0.767705918807932	0.890887808683005	NO
ENSG00000160124	MIX23	protein_coding	1317.0934187262	-0.0175304675545294	0.0898296091057488	0.852621215615432	0.931780991912805	NO
ENSG00000114023	FAM162A	protein_coding	2016.21832772176	-0.110232888698119	0.123617363851558	0.278522088730174	0.536711676864346	NO
ENSG00000196981	WDR5B	protein_coding	611.081144189782	-0.20737427823497	0.146774597129782	0.0694027843905315	0.247098100802512	NO
ENSG00000272758	WDR5B-DT	lncRNA	1520.29408008357	-0.360529171124671	0.141544326817056	0.00215476591891122	0.028105544371942	NO
ENSG00000114030	KPNA1	protein_coding	13724.9638612368	0.0909437416847273	0.0913985340335236	0.271934139485901	0.530460976743275	NO
ENSG00000138496	PARP9	protein_coding	5815.7501205336	0.110935481668841	0.142858680155721	0.310220457099	0.568624370577155	NO
ENSG00000163840	DTX3L	protein_coding	3419.4813990497	0.243417134455686	0.146177447591696	0.0396238282919441	0.177962842678945	NO
ENSG00000173200	PARP15	protein_coding	1001.46656441101	0.112355796830002	0.204930692823848	0.280478053222348	0.538654438294186	NO
ENSG00000173193	PARP14	protein_coding	13152.5716347927	0.198018146110367	0.184216763191901	0.108356721835688	0.317338266840629	NO
ENSG00000169087	HSPBAP1	protein_coding	2811.95284531526	0.0711010035566896	0.0925323974182239	0.403387696181579	0.653420958865482	NO
ENSG00000138463	SLC49A4	protein_coding	3287.99197643184	0.0363120743260324	0.072659428927325	0.596521594158124	0.792789251130094	NO
ENSG00000296911		lncRNA	651.757707832152	-0.0617057111240184	0.0941830215480361	0.463750883619293	0.70193432870382	NO
ENSG00000273033	LINC02035	lncRNA	552.222999398393	-0.0626080249792829	0.138443279743115	0.542261679773558	0.757199727520917	NO
ENSG00000082684	SEMA5B	protein_coding	271.011412994372	0.28043615446793	0.301606911828232	0.0405414878092794	0.18032425502036	NO
ENSG00000065485	PDIA5	protein_coding	7892.82908604108	0.141446214357467	0.134568228278685	0.187631551123391	0.433733572946403	NO
ENSG00000121542	SEC22A	protein_coding	6058.58692091322	0.0453774151769724	0.08940244680051	0.577644290870511	0.780991624768842	NO
ENSG00000273454	AC112503.2	lncRNA	38.1062314875783	-0.300925908695518	0.320015968839736	0.0347027663089472	0.16498210051818	NO
ENSG00000173175	ADCY5	protein_coding	7183.03897692127	-1.397027981317	0.563739426653678	2.411477153477e-05	0.00121186450660419	DOWN
ENSG00000272678	AC112503.1	lncRNA	13.976510393257	-0.106969058928697	0.232565544427997	0.204637255847744	0.455219729549076	NO
ENSG00000310167		lncRNA	144.223912734364	-1.52665726376159	0.527155900235261	7.50992264122302e-06	0.000493911165580805	DOWN
ENSG00000206527	HACD2	protein_coding	8634.21258516572	0.0921926925431982	0.111096816052216	0.333659100112209	0.589843030453682	NO
ENSG00000239523	MYLK-AS1	lncRNA	2540.86622707187	-0.168103417456592	0.128884979425601	0.10985607932753	0.319816939186874	NO
ENSG00000065534	MYLK	protein_coding	8220.93135885407	-0.262334210658638	0.185494816933968	0.0424545482932741	0.185035261155701	NO
ENSG00000175455	CCDC14	protein_coding	10944.084916488	-0.108198847628439	0.0996312745801472	0.219507962884603	0.472672913478595	NO
ENSG00000160145	KALRN	protein_coding	16848.357471352	-0.0124943613038643	0.161310219772536	0.903252177964516	0.956787424541143	NO
ENSG00000114491	UMPS	protein_coding	1507.37925788554	-0.0815221866093453	0.117436572993492	0.403454454231514	0.65348662851223	NO
ENSG00000082781	ITGB5	protein_coding	18524.1238618221	0.148040637446224	0.167577216025296	0.204563335295286	0.455215793101937	NO
ENSG00000173702	MUC13	protein_coding	14.9673408191229	0.0100745337468405	0.216498050791486	0.832912529080467	0.922535047707249	NO
ENSG00000173706	HEG1	protein_coding	5775.26150652582	0.26046532583488	0.212837052667165	0.0531474863472544	0.21108257563602	NO
ENSG00000221955	SLC12A8	protein_coding	6556.78578299704	0.229066411278302	0.16220272550122	0.0579672418200835	0.221677120222062	NO
ENSG00000163848	ZNF148	protein_coding	24758.8529724935	0.0841988609115384	0.0921400521865991	0.312124467098506	0.570414867661702	NO
ENSG00000114520	SNX4	protein_coding	6692.39826430552	0.092181604843975	0.0810045472662285	0.219165695889638	0.472326140043673	NO
ENSG00000144909	OSBPL11	protein_coding	3054.22302346045	-0.0434494385617685	0.0706724733410657	0.514704219752505	0.737752580882745	NO
ENSG00000304694		lncRNA	216.072423938153	-0.298151954978723	0.272422140294081	0.0359601292365	0.168143707967981	NO
ENSG00000284624	AC092902.5	lncRNA	47.1181539733974	-0.0127672461689029	0.195577273605989	0.882929976669887	0.946902701939317	NO
ENSG00000241288	LINC02614	lncRNA	5607.37349932438	0.0786065706742655	0.167276600439814	0.477574702375326	0.71169939795361	NO
ENSG00000291071	FAM86JP	lncRNA	69.5562338623421	-0.00806848048744354	0.152110369621677	0.939614916449098	0.972061152461618	NO
ENSG00000291096		lncRNA	17.4913726383292	0.0406463935339584	0.217065684494645	0.519397334181272	0.741491426059867	NO
ENSG00000114547	ROPN1B	protein_coding	44.9396959290449	-1.17324822327078	1.06702751240362	0.000728485920290701	0.0134805048620386	DOWN
