baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_symbol	gene_biotype	diffexpressed	delabel
ENSG00000255178	86.0000223700232	2.2192815011174	0.563685414797833	3.93709229094272	8.2474893442996e-05	0.031616612461692	LINC02720	lncRNA	UP	NA
ENSG00000256069	17.2296296027432	2.91904637176214	0.723869464170343	4.03255906796371	5.51727411646712e-05	0.0251711112421401	A2MP1	transcribed_unprocessed_pseudogene	UP	NA
ENSG00000256379	14.1883624079191	2.82803005343147	0.727099341702612	3.88946859284622	0.000100463968828662	0.0355447672571042	TRAV8-5	TR_V_pseudogene	UP	NA
ENSG00000256389	71.3908005208811	2.17239814618135	0.383086358046784	5.67077918738116	1.42149515129014e-08	8.24762624017387e-05	AC087321.1	lncRNA	UP	NA
ENSG00000258123	33.0935547177797	-2.01839492859215	0.499594542603323	-4.04006600647508	5.34361603843206e-05	0.025037729581156	LINC02444	lncRNA	DOWN	NA
ENSG00000258815	958.45364669721	-4.00337575373744	0.563426836282835	-7.10540481200612	1.19970368512954e-12	4.15973258744967e-08	LINC02820	lncRNA	DOWN	NA
ENSG00000259234	30.9292039816274	1.75106800893111	0.431537114399144	4.05774602114867	4.95486096070777e-05	0.0242560995861612	ANKRD34C-AS1	lncRNA	UP	NA
ENSG00000259685	466.024172911599	1.1124718205797	0.26943055336431	4.12897426326953	3.64385183916021e-05	0.0203779475514842	IDH2-DT	lncRNA	UP	NA
ENSG00000260892	61.6219856621557	-1.16050278443885	0.306701498607349	-3.78381843488991	0.000154440507363034	0.0431848041274071	AC105020.4	lncRNA	DOWN	NA
ENSG00000261691	6.0183559535676	-2.71887456931914	0.713824975701295	-3.80888125502752	0.000139596973629188	0.0413451866398973	Z97986.1	lncRNA	DOWN	NA
ENSG00000262211	199.935098608529	1.17607380094395	0.306354563151605	3.83893025403363	0.00012357152345865	0.0387335885474662	AC008914.1	lncRNA	UP	NA
ENSG00000265739	9.02434849209187	2.35827041140102	0.61155997037308	3.85615561130066	0.000115184180149207	0.0384017411376294	AC104984.3	lncRNA	UP	NA
ENSG00000265987	54.9571828908205	1.31211962277021	0.334050785329513	3.9279046192809	8.56891796052269e-05	0.0319473217683014	AC011933.4	lncRNA	UP	NA
ENSG00000267383	4481.1741798138	-1.00468206490735	0.245377534055382	-4.09443378251814	4.23201338028948e-05	0.0224256964296349	AC011447.3	lncRNA	DOWN	NA
ENSG00000267475	179.500053880302	-1.78656486796551	0.46461769515489	-3.84523638810167	0.000120436278125988	0.0387335885474662	NUDT19-DT	lncRNA	DOWN	NA
ENSG00000268889	91.1275244390235	1.53290866374225	0.381017676045056	4.02319566812165	5.74137585403389e-05	0.025198825947711	LIM2-AS1	lncRNA	UP	NA
ENSG00000269957	101.272814179829	1.48740898915757	0.397217904052908	3.74456683342112	0.000180705271266939	0.0474666202321104	AL353811.1	lncRNA	UP	NA
ENSG00000274317	77.7524341884193	1.53761459571858	0.393229931811478	3.91021758856277	9.22130169727796e-05	0.0333052285155957	LINC02334	lncRNA	UP	NA
ENSG00000277047	287.303450888549	-3.77374925152675	0.555167430458321	-6.7974975556677	1.06451954621888e-11	1.84550431130237e-07	AL390964.1	lncRNA	DOWN	NA
ENSG00000279579	190.08466478887	-1.2390585494525	0.297039120925505	-4.17136485454131	3.02780611133104e-05	0.0191107974494234	LINC01666	lncRNA	DOWN	NA
ENSG00000282379	31.6353380976834	-1.32700780370416	0.333934585006192	-3.97385554922247	7.0718461862003e-05	0.0286669019248824	DTX2	protein_coding	DOWN	NA
ENSG00000283117	11605.4635794742	-3.3817135403193	0.508947726512638	-6.64452037833265	3.04206020221576e-11	2.93850311108577e-07	AC004949.1	lncRNA	DOWN	NA
ENSG00000285316	17.4510751766731	-2.65407651764513	0.625608790844454	-4.24239006306582	2.21151882660764e-05	0.0156027752774662	FAM86B1	protein_coding	DOWN	NA
ENSG00000285751	914.725388665822	1.53504893978715	0.353669882563416	4.34034396330566	1.42259857388774e-05	0.0117442286553356	NA	lncRNA	UP	NA
ENSG00000286321	212.247553102992	-2.57134707198662	0.543555384625155	-4.73060730280478	2.23849168138714e-06	0.00298520084879755	NA	lncRNA	DOWN	NA
ENSG00000287352	972.689420742103	-2.75173565192103	0.557903341927661	-4.93228028069031	8.12751799517623e-07	0.00140902715723373	NA	lncRNA	DOWN	NA
