Row.names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_symbol	gene_biotype	diffexpressed	delabel
ENSG00000293318	191.45731417356	4.85255534254461	1.19851353260907	4.04881147397726	5.14783903820067e-05	0.027219375537489		lncRNA	UP	NA
ENSG00000293786	103.329981236836	2.36625057492964	0.604613539912193	3.91365792977987	9.09083952621345e-05	0.0369726459125027		lncRNA	UP	NA
ENSG00000294283	29.4745738475048	-3.34376190244263	0.831161215589881	-4.023000399591	5.7461398921579e-05	0.0283746435541239		lncRNA	DOWN	NA
ENSG00000296727	17.7602312657888	2.92805569869017	0.751074245522112	3.8984903505175	9.6794257237805e-05	0.0380233654232028		lncRNA	UP	NA
ENSG00000296764	44.6763629051465	4.0137124321031	0.973665547948291	4.12227015792106	3.75156856575083e-05	0.0230268152258648		lncRNA	UP	NA
ENSG00000297478	37.6739522947649	-1.97064451368951	0.506904022960361	-3.88760874727485	0.000101236635857793	0.0382388944313117		lncRNA	DOWN	NA
ENSG00000297773	29.539164570129	3.62999894895264	0.927960578759566	3.91180297098932	9.16096378933098e-05	0.0369726459125027		lncRNA	UP	NA
ENSG00000297854	42.8792341569766	5.33250590266314	0.897789852693472	5.93959253010603	2.85731368402965e-09	4.20910878794408e-05		lncRNA	UP	NA
ENSG00000298119	50.8835330224736	2.71675944380512	0.524607516225872	5.17865139132968	2.2349566375935e-07	0.000823078655709747		lncRNA	UP	NA
ENSG00000299197	32.0278593132836	2.72214693868148	0.648788141026918	4.19574089990733	2.71981029793073e-05	0.0186351281389849		lncRNA	UP	NA
ENSG00000299642	93.7317169475334	1.58740467172511	0.392180601414549	4.04763689483755	5.1737323674543e-05	0.027219375537489		lncRNA	UP	NA
ENSG00000300258	32.6356714908942	2.48632743034858	0.609905682140876	4.07657692517495	4.57035401361615e-05	0.025894571144069		lncRNA	UP	NA
ENSG00000301973	42.1435003121959	4.32906443973683	0.928269043989066	4.66358807047304	3.10743105469207e-06	0.0053853608078434		lncRNA	UP	NA
ENSG00000302167	32.992297026838	3.80409498543268	0.998622374890759	3.80934283176743	0.000139336644922123	0.0467359977189476		lncRNA	UP	NA
ENSG00000304018	51.9042424993028	-4.78902897638294	1.1203536440156	-4.27456901841991	1.91507376228369e-05	0.0149043861939318		lncRNA	DOWN	NA
ENSG00000304268	19.2160072540641	4.20319456292508	1.02524120386933	4.09971287445525	4.13663026113073e-05	0.0243727728832915		lncRNA	UP	NA
ENSG00000304626	22.2276564514278	4.80439660314578	1.02167638294929	4.70246418858861	2.57040312987364e-06	0.00477842018220418		lncRNA	UP	NA
ENSG00000305696	5.99204854000841	3.53585673411773	0.909117790309552	3.88932740268319	0.000100522430023691	0.0382388944313117		lncRNA	UP	NA
ENSG00000306059	25.8553952944046	3.47497575565985	0.864125147618693	4.0213801961857	5.7858132579792e-05	0.0283746435541239		lncRNA	UP	NA
ENSG00000306089	13.8727043973803	-4.56041907838903	0.999869961810463	-4.56101218415592	5.09076266373277e-06	0.00681745679994977		lncRNA	DOWN	NA
ENSG00000306384	552.623073888362	-4.82897936376829	0.86637749125995	-5.57375902823333	2.49300517177195e-08	0.00014689783674149		lncRNA	DOWN	NA
ENSG00000306402	2423.82367459832	-1.25890218890137	0.314506528305967	-4.00278555641506	6.26010396788425e-05	0.0283746435541239		lncRNA	DOWN	NA
ENSG00000306835	12.0934396473002	4.1140327731109	1.02485804685789	4.0142464468363	5.96360115140314e-05	0.0283746435541239		lncRNA	UP	NA
ENSG00000307943	15.3132141387772	4.30963055555339	0.909921453368493	4.7362665641076	2.17691221110836e-06	0.00477842018220418		lncRNA	UP	NA
ENSG00000309086	27.3313170762412	4.28160189062777	0.923978177700184	4.63387771915224	3.58879029669431e-06	0.00576917819552914		lncRNA	UP	NA
ENSG00000310236	27.4707336539516	-5.51925643791465	1.19298832663231	-4.62641277764636	3.72053444148577e-06	0.00576917819552914		lncRNA	DOWN	NA
