"gene_name","isoform_id","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","gene_value_1","gene_value_2","iso_value_1","iso_value_2"
"AKT1","ENST00000684058.1",0.193106557377049,0.237927027027027,0.0448204696499779,0.999634461398582,0.999634461398582,60.7855476187966,66.5181742119533,11.5771169482331,16.3390877320517
"AKT1","ENST00000407796.7",0.0240540983606557,0.0571648648648649,0.0331107665042091,0.999634461398582,0.999634461398582,60.7855476187966,66.5181742119533,1.53245139269226,3.70297190312977
"AKT1","ENST00000959677.1",0.170232786885246,0.14587027027027,-0.0243625166149756,0.999634461398582,0.999634461398582,60.7855476187966,66.5181742119533,10.1866782657588,9.80871730160499
"AKT1","ENST00000714123.1",0.0186245901639344,0.0310324324324324,0.012407842268498,0.999634461398582,0.999634461398582,60.7855476187966,66.5181742119533,1.1640287808641,1.85977500790911
"AKT1","ENST00000855600.1",0.0259950819672131,0.0157054054054054,-0.0102896765618077,0.999634461398582,0.999634461398582,60.7855476187966,66.5181742119533,1.38887052750707,1.36193579959164
"AKT1","ENST00000554581.5",0.071672131147541,0.0616783783783784,-0.0099937527691626,0.999634461398582,0.999634461398582,60.7855476187966,66.5181742119533,4.4607039493259,4.25264441777959
"AKT1","ENST00000402615.6",0.0496295081967213,0.0589459459459459,0.00931643774922464,0.999634461398582,0.999634461398582,60.7855476187966,66.5181742119533,3.13210841239744,4.15089193729505
"AKT1","ENST00000939375.1",0.0250426229508197,0.016472972972973,-0.0085696499778467,0.999634461398582,0.999634461398582,60.7855476187966,66.5181742119533,1.3804098009991,1.05589499343199
"AKT1","ENST00000959666.1",0.010327868852459,0.0167432432432432,0.00641537439078423,0.999634461398582,0.999634461398582,60.7855476187966,66.5181742119533,0.633509305177479,0.98894944238972
"AKT1","ENST00000557552.1",0.104470491803279,0.0980918918918919,-0.0063785999113868,0.999634461398582,0.999634461398582,60.7855476187966,66.5181742119533,6.10102160448761,6.17300743904856
"AKT1","ENST00000959680.1",0.0127131147540984,0.00783783783783784,-0.00487527691626052,0.999634461398582,0.999634461398582,60.7855476187966,66.5181742119533,0.695071915043304,0.476481941235577
"AKT1","ENST00000939381.1",0.0691098360655738,0.0712567567567568,0.00214692069118298,0.999634461398582,0.999634461398582,60.7855476187966,66.5181742119533,4.36468700365413,4.52558306689613
"AKT1","ENST00000556836.1",0.0218491803278689,0.0207,-0.00114918032786885,0.999634461398582,0.999634461398582,60.7855476187966,66.5181742119533,1.55121141667248,1.2072969960096
"AKT1","ENST00000553506.5",0.0534081967213115,0.0531621621621622,-0.000246034559149309,0.999634461398582,0.999634461398582,60.7855476187966,66.5181742119533,3.32537782511351,2.8433801198735
"AR","ENST00000504326.5",0.0864885245901639,0.0664189189189189,-0.020069605671245,0.999634461398582,0.999634461398582,34.660551768085,35.6955730340603,3.02093214495706,2.44284768941199
"AR","ENST00000612452.5",0.0472295081967213,0.0654324324324324,0.0182029242357111,0.999634461398582,0.999634461398582,34.660551768085,35.6955730340603,1.36108011746095,2.58607839304277
"AR","ENST00000613054.2",0.0096327868852459,0.0189108108108108,0.00927802392556491,0.999634461398582,0.999634461398582,34.660551768085,35.6955730340603,0.313049630154083,0.976854741227475
"AR","ENST00000374690.9",0.747972131147541,0.739905405405405,-0.00806672574213563,0.999634461398582,0.999634461398582,34.660551768085,35.6955730340603,25.7355609861292,25.9599987777159
"AR","ENST00000396043.4",0.0250065573770492,0.0305540540540541,0.00554749667700487,0.999634461398582,0.999634461398582,34.660551768085,35.6955730340603,0.98563975043382,1.43735844570003
"AR","ENST00000513847.5",0.0409131147540984,0.0374324324324324,-0.00348068232166593,0.999634461398582,0.999634461398582,34.660551768085,35.6955730340603,1.73550964862936,1.0602442891912
"AR","ENST00000514029.5",0.0279475409836066,0.0280675675675676,0.00012002658396101,0.999634461398582,0.999634461398582,34.660551768085,35.6955730340603,0.95365047671027,0.92445898055456
"ARID1A","ENST00000636219.1",0.205734426229508,0.143056756756757,-0.0626776694727514,0.927817543814268,0.927817543814268,48.3967679561101,55.8301091481805,10.0714623891253,6.40616098254814
"ARID1A","ENST00000637465.1",0.00555573770491803,0.0349189189189189,0.0293631812140009,0.999634461398582,0.927817543814268,48.3967679561101,55.8301091481805,0.304151287844393,11.0630427251587
"ARID1A","ENST00000850904.1",0.0136508196721311,0.0309486486486486,0.0172978289765175,0.999634461398582,0.927817543814268,48.3967679561101,55.8301091481805,0.694856918809927,1.50399891121504
"ARID1A","ENST00000324856.13",0.215559016393443,0.231489189189189,0.0159301727957465,0.999634461398582,0.927817543814268,48.3967679561101,55.8301091481805,10.1752284247037,10.5822540203416
"ARID1A","ENST00000636110.1",0.165444262295082,0.151451351351351,-0.0139929109437306,0.999634461398582,0.927817543814268,48.3967679561101,55.8301091481805,7.89389436681114,7.21015227146068
"ARID1A","ENST00000637788.1",0.110793442622951,0.120062162162162,0.00926871953921134,0.999634461398582,0.927817543814268,48.3967679561101,55.8301091481805,5.30628546543706,5.42894197924724
"ARID1A","ENST00000457599.7",0.0122032786885246,0.00641081081081081,-0.00579246787771378,0.999634461398582,0.927817543814268,48.3967679561101,55.8301091481805,0.576636714227532,0.287422303322245
"ARID1A","ENST00000374152.7",0.0742311475409836,0.0781459459459459,0.00391479840496234,0.999634461398582,0.927817543814268,48.3967679561101,55.8301091481805,3.56374633881678,3.76156220237937
"ARID1A","ENST00000430291.2",0.0435098360655738,0.0462486486486487,0.00273881258307488,0.999634461398582,0.927817543814268,48.3967679561101,55.8301091481805,2.64805407713344,2.13548228662436
"ARID1A","ENST00000636422.1",0.102767213114754,0.100502702702703,-0.00226451041205139,0.999986113209183,0.927817543814268,48.3967679561101,55.8301091481805,4.78688816616323,4.65232990205372
"ARID1A","ENST00000636958.1",0.0297868852459016,0.0291945945945946,-0.000592290651307042,0.999634461398582,0.927817543814268,48.3967679561101,55.8301091481805,1.37642125723879,1.31027075900956
"ATM","ENST00000683488.1",0.0104704918032787,0.030972972972973,0.0205024811696943,0.959086874554313,0.959086874554313,44.3188123555226,43.5362474339432,0.478587442688981,1.30405090373476
"ATM","ENST00000683468.1",0.0708344262295082,0.0527243243243243,-0.0181101019051839,0.999634461398582,0.959086874554313,44.3188123555226,43.5362474339432,3.00464795301906,2.28053156146157
"ATM","ENST00000601453.3",0.00492295081967213,0.0218675675675676,0.0169446167478954,0.999634461398582,0.959086874554313,44.3188123555226,43.5362474339432,0.33376453451593,0.781994686201191
"ATM","ENST00000675843.1",0.0834327868852459,0.0685297297297297,-0.0149030571555162,0.999634461398582,0.959086874554313,44.3188123555226,43.5362474339432,3.73971798852632,3.08707160685243
"ATM","ENST00000684061.1",0.015283606557377,0.0268891891891892,0.0116055826318121,0.999634461398582,0.959086874554313,44.3188123555226,43.5362474339432,0.681080319810239,1.26538862188002
"ATM","ENST00000533733.6",0.0755065573770492,0.0836891891891892,0.00818263181214,0.999634461398582,0.959086874554313,44.3188123555226,43.5362474339432,3.25850360899302,3.6223482716951
"ATM","ENST00000419286.2",0.0127934426229508,0.00561351351351351,-0.00717992910943731,0.999634461398582,0.959086874554313,44.3188123555226,43.5362474339432,0.627523651301453,0.252630275269622
"ATM","ENST00000682430.1",0.0194065573770492,0.0133972972972973,-0.00600926007975188,0.999881760730266,0.959086874554313,44.3188123555226,43.5362474339432,0.793568932106617,0.811086251157473
"ATM","ENST00000527181.1",0.0447934426229508,0.0389243243243243,-0.0058691182986265,0.999634461398582,0.959086874554313,44.3188123555226,43.5362474339432,1.77051456596783,1.53088444201045
