"gene_name","isoform_id","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","gene_value_1","gene_value_2","iso_value_1","iso_value_2"
"ESR1","ENST00000206249.8",0.669230612244898,0.625636,-0.043594612244898,0.999859591091256,0.999859591091256,223.865777501939,282.543760304874,149.613533329026,176.069505270959
"ESR1","ENST00000488573.1",0.0937816326530612,0.129384,0.0356023673469388,0.999859591091256,0.999859591091256,223.865777501939,282.543760304874,22.1975323815616,47.5230437163571
"ESR1","ENST00000440973.5",0.0108224489795918,0.037956,0.0271335510204082,0.999859591091256,0.999859591091256,223.865777501939,282.543760304874,1.43824494593287,2.00664174523409
"ESR1","ENST00000858335.1",0.0573387755102041,0.04036,-0.0169787755102041,0.999859591091256,0.999859591091256,223.865777501939,282.543760304874,13.0784178920691,11.3508231041107
"ESR1","ENST00000406599.5",0.0179163265306122,0.003644,-0.0142723265306122,0.999859591091256,0.999859591091256,223.865777501939,282.543760304874,4.04596010440738,1.0094485739738
"ESR1","ENST00000482101.1",0.0236816326530612,0.026668,0.00298636734693878,0.999859591091256,0.999859591091256,223.865777501939,282.543760304874,5.05297934756304,8.40504131295334
"ESR1","ENST00000858334.1",0.0165183673469388,0.018252,0.00173363265306123,0.999859591091256,0.999859591091256,223.865777501939,282.543760304874,4.16659602656115,5.50022652914585
"ESR1","ENST00000446550.1",0.0471530612244898,0.045688,-0.0014650612244898,0.999859591091256,0.999859591091256,223.865777501939,282.543760304874,9.83839340174915,12.1198871400064
"ESR1","ENST00000338799.9",0.0169469387755102,0.01566,-0.0012869387755102,0.999859591091256,0.999859591091256,223.865777501939,282.543760304874,4.25628723817494,4.80570013696005
